NS10000 VALID
CN0 7386, LN0 0256, HN0 8014
CN4 1267, LN4 6587, HN4 2766

CN0 1045, LN0 6365, HN0 2544
CN1 0761, LN1 5081, HN1 1260
CN2 9487, LN2 4707, HN2 0986
CN3 8103, LN3 3423, HN3 9602
CN4 7829, LN4 2149, HN4 8328

CN0 2783, LN0 7003, HN0 3282
CN1 1409, LN1 6729, HN1 2908
CN2 0125, LN2 5445, HN2 1624
CN3 9841, LN3 4161, HN3 0340
CN4 8567, LN4 3887, HN4 9066

CN0 2987, LN0 7207, HN0 3486
CN1 1603, LN1 6923, HN1 2102
CN2 0329, LN2 5649, HN2 1828
CN3 9045, LN3 4365, HN3 0544
CN4 8761, LN4 3081, HN4 9260

CN0 6594, LN0 1814, HN0 7093
CN1 5210, LN1 0530, HN1 6719
CN2 4936, LN2 9256, HN2 5435
CN3 3652, LN3 8972, HN3 4151
CN4 2378, LN4 7698, HN4 3877

CN0 9847, LN0 4167, HN0 0346
CN1 8563, LN1 3883, HN1 9062
CN2 7289, LN2 2509, HN2 8788
CN3 6905, LN3 1225, HN3 7404
CN4 5621, LN4 0941, HN4 6120

CN0 5409, LN0 0729, HN0 6908
CN1 4125, LN1 9445, HN1 5624
CN2 3841, LN2 8161, HN2 4340
CN3 2567, LN3 7887, HN3 3066
CN4 1283, LN4 6503, HN4 2782

CN0 6187, LN0 1407, HN0 7686
CN1 5803, LN1 0123, HN1 6302
CN2 4529, LN2 9849, HN2 5028
CN3 3245, LN3 8565, HN3 4744
CN4 2961, LN4 7281, HN4 3460

CN0 2170, LN0 7490, HN0 3679
CN1 1896, LN1 6116, HN1 2395
CN2 0512, LN2 5832, HN2 1011
CN3 9238, LN3 4558, HN3 0737
CN4 8954, LN4 3274, HN4 9453

CN0 6783, LN0 1003, HN0 7282
CN1 5409, LN1 0729, HN1 6908
CN2 4125, LN2 9445, HN2 5624
CN3 3841, LN3 8161, HN3 4340
CN4 2567, LN4 7887, HN4 3066

CN0 9856, LN0 4176, HN0 0355
CN1 8572, LN1 3892, HN1 9071
CN2 7298, LN2 2518, HN2 8797
CN3 6914, LN3 1234, HN3 7413
CN4 5630, LN4 0950, HN4 6139

CN0 1845, LN0 6165, HN0 2344
CN1 0561, LN1 5881, HN1 1060
CN2 9287, LN2 4507, HN2 0786
CN3 8903, LN3 3223, HN3 9402
CN4 7629, LN4 2949, HN4 8128

CN0 4309, LN0 9629, HN0 5808
CN1 3025, LN1 8345, HN1 4524
CN2 2741, LN2 7061, HN2 3240
CN3 1467, LN3 6787, HN3 2966
CN4 0183, LN4 5403, HN4 1682

CN0 6390, LN0 1610, HN0 7899
CN1 5016, LN1 0336, HN1 6515
CN2 4732, LN2 9052, HN2 5231
CN3 3458, LN3 8778, HN3 4957
CN4 2174, LN4 7494, HN4 3673

CN0 6783, LN0 1003, HN0 7282
CN1 5409, LN1 0729, HN1 6908
CN2 4125, LN2 9445, HN2 5624
CN3 3841, LN3 8161, HN3 4340
CN4 2567, LN4 7887, HN4 3066

CN0 1049, LN0 6369, HN0 2548
CN1 0765, LN1 5085, HN1 1264
CN2 9481, LN2 4701, HN2 0980
CN3 8107, LN3 3427, HN3 9606
CN4 7823, LN4 2143, HN4 8322

CN0 6987, LN0 1207, HN0 7486
CN1 5603, LN1 0923, HN1 6102
CN2 4329, LN2 9649, HN2 5828
CN3 3045, LN3 8365, HN3 4544
CN4 2761, LN4 7081, HN4 3260

CN0 9483, LN0 4703, HN0 0982
CN1 8109, LN1 3429, HN1 9608
CN2 7825, LN2 2145, HN2 8324
CN3 6541, LN3 1861, HN3 7040
CN4 5267, LN4 0587, HN4 6766

CN0 0754, LN0 5074, HN0 1253
CN1 9470, LN1 4790, HN1 0979
CN2 8196, LN2 3416, HN2 9695
CN3 7812, LN3 2132, HN3 8311
CN4 6538, LN4 1858, HN4 7037

CN0 5876, LN0 0196, HN0 6375
CN1 4592, LN1 9812, HN1 5091
CN2 3218, LN2 8538, HN2 4717
CN3 2934, LN3 7254, HN3 3433
CN4 1650, LN4 6970, HN4 2159

CN0 3450, LN0 8770, HN0 4959
CN1 2176, LN1 7496, HN1 3675
CN2 1892, LN2 6112, HN2 2391
CN3 0518, LN3 5838, HN3 1017
CN4 9234, LN4 4554, HN4 0733

CN0 3287, LN0 8507, HN0 4786
CN1 2903, LN1 7223, HN1 3402
CN2 1629, LN2 6949, HN2 2128
CN3 0345, LN3 5665, HN3 1844
CN4 9061, LN4 4381, HN4 0560

CN0 6794, LN0 1014, HN0 7293
CN1 5410, LN1 0730, HN1 6919
CN2 4136, LN2 9456, HN2 5635
CN3 3852, LN3 8172, HN3 4351
CN4 2578, LN4 7898, HN4 3077

CN0 4938, LN0 9258, HN0 5437
CN1 3654, LN1 8974, HN1 4153
CN2 2370, LN2 7690, HN2 3879
CN3 1096, LN3 6316, HN3 2595
CN4 0712, LN4 5032, HN4 1211

CN0 0938, LN0 5258, HN0 1437
CN1 9654, LN1 4974, HN1 0153
CN2 8370, LN2 3690, HN2 9879
CN3 7096, LN3 2316, HN3 8595
CN4 6712, LN4 1032, HN4 7211

CN0 4732, LN0 9052, HN0 5231
CN1 3458, LN1 8778, HN1 4957
CN2 2174, LN2 7494, HN2 3673
CN3 1890, LN3 6110, HN3 2399
CN4 0516, LN4 5836, HN4 1015

CN0 4378, LN0 9698, HN0 5877
CN1 3094, LN1 8314, HN1 4593
CN2 2710, LN2 7030, HN2 3219
CN3 1436, LN3 6756, HN3 2935
CN4 0152, LN4 5472, HN4 1651

CN0 0534, LN0 5854, HN0 1033
CN1 9250, LN1 4570, HN1 0759
CN2 8976, LN2 3296, HN2 9475
CN3 7692, LN3 2912, HN3 8191
CN4 6318, LN4 1638, HN4 7817

CN0 9287, LN0 4507, HN0 0786
CN1 8903, LN1 3223, HN1 9402
CN2 7629, LN2 2949, HN2 8128
CN3 6345, LN3 1665, HN3 7844
CN4 5061, LN4 0381, HN4 6560

CN0 1865, LN0 6185, HN0 2364
CN1 0581, LN1 5801, HN1 1080
CN2 9207, LN2 4527, HN2 0706
CN3 8923, LN3 3243, HN3 9422
CN4 7649, LN4 2969, HN4 8148

CN0 2370, LN0 7690, HN0 3879
CN1 1096, LN1 6316, HN1 2595
CN2 0712, LN2 5032, HN2 1211
CN3 9438, LN3 4758, HN3 0937
CN4 8154, LN4 3474, HN4 9653

CN0 0198, LN0 5418, HN0 1697
CN1 9814, LN1 4134, HN1 0313
CN2 8530, LN2 3850, HN2 9039
CN3 7256, LN3 2576, HN3 8755
CN4 6972, LN4 1292, HN4 7471

CN0 5803, LN0 0123, HN0 6302
CN1 4529, LN1 9849, HN1 5028
CN2 3245, LN2 8565, HN2 4744
CN3 2961, LN3 7281, HN3 3460
CN4 1687, LN4 6907, HN4 2186

CN0 5489, LN0 0709, HN0 6988
CN1 4105, LN1 9425, HN1 5604
CN2 3821, LN2 8141, HN2 4320
CN3 2547, LN3 7867, HN3 3046
CN4 1263, LN4 6583, HN4 2762

CN0 3098, LN0 8318, HN0 4597
CN1 2714, LN1 7034, HN1 3213
CN2 1430, LN2 6750, HN2 2939
CN3 0156, LN3 5476, HN3 1655
CN4 9872, LN4 4192, HN4 0371

CN0 4178, LN0 9498, HN0 5677
CN1 3894, LN1 8114, HN1 4393
CN2 2510, LN2 7830, HN2 3019
CN3 1236, LN3 6556, HN3 2735
CN4 0952, LN4 5272, HN4 1451

CN0 2350, LN0 7670, HN0 3859
CN1 1076, LN1 6396, HN1 2575
CN2 0792, LN2 5012, HN2 1291
CN3 9418, LN3 4738, HN3 0917
CN4 8134, LN4 3454, HN4 9633

CN0 4138, LN0 9458, HN0 5637
CN1 3854, LN1 8174, HN1 4353
CN2 2570, LN2 7890, HN2 3079
CN3 1296, LN3 6516, HN3 2795
CN4 0912, LN4 5232, HN4 1411

CN0 1865, LN0 6185, HN0 2364
CN1 0581, LN1 5801, HN1 1080
CN2 9207, LN2 4527, HN2 0706
CN3 8923, LN3 3243, HN3 9422
CN4 7649, LN4 2969, HN4 8148

CN0 2187, LN0 7407, HN0 3686
CN1 1803, LN1 6123, HN1 2302
CN2 0529, LN2 5849, HN2 1028
CN3 9245, LN3 4565, HN3 0744
CN4 8961, LN4 3281, HN4 9460

CN0 9247, LN0 4567, HN0 0746
CN1 8963, LN1 3283, HN1 9462
CN2 7689, LN2 2909, HN2 8188
CN3 6305, LN3 1625, HN3 7804
CN4 5021, LN4 0341, HN4 6520

CN0 5643, LN0 0963, HN0 6142
CN1 4369, LN1 9689, HN1 5868
CN2 3085, LN2 8305, HN2 4584
CN3 2701, LN3 7021, HN3 3200
CN4 1427, LN4 6747, HN4 2926

CN0 4978, LN0 9298, HN0 5477
CN1 3694, LN1 8914, HN1 4193
CN2 2310, LN2 7630, HN2 3819
CN3 1036, LN3 6356, HN3 2535
CN4 0752, LN4 5072, HN4 1251

CN0 0198, LN0 5418, HN0 1697
CN1 9814, LN1 4134, HN1 0313
CN2 8530, LN2 3850, HN2 9039
CN3 7256, LN3 2576, HN3 8755
CN4 6972, LN4 1292, HN4 7471

CN0 6190, LN0 1410, HN0 7699
CN1 5816, LN1 0136, HN1 6315
CN2 4532, LN2 9852, HN2 5031
CN3 3258, LN3 8578, HN3 4757
CN4 2974, LN4 7294, HN4 3473

CN0 5489, LN0 0709, HN0 6988
CN1 4105, LN1 9425, HN1 5604
CN2 3821, LN2 8141, HN2 4320
CN3 2547, LN3 7867, HN3 3046
CN4 1263, LN4 6583, HN4 2762

CN0 1605, LN0 6925, HN0 2104
CN1 0321, LN1 5641, HN1 1820
CN2 9047, LN2 4367, HN2 0546
CN3 8763, LN3 3083, HN3 9262
CN4 7489, LN4 2709, HN4 8988

CN0 0734, LN0 5054, HN0 1233
CN1 9450, LN1 4770, HN1 0959
CN2 8176, LN2 3496, HN2 9675
CN3 7892, LN3 2112, HN3 8391
CN4 6518, LN4 1838, HN4 7017

CN0 5076, LN0 0396, HN0 6575
CN1 4792, LN1 9012, HN1 5291
CN2 3418, LN2 8738, HN2 4917
CN3 2134, LN3 7454, HN3 3633
CN4 1850, LN4 6170, HN4 2359

CN0 2987, LN0 7207, HN0 3486
CN1 1603, LN1 6923, HN1 2102
CN2 0329, LN2 5649, HN2 1828
CN3 9045, LN3 4365, HN3 0544
CN4 8761, LN4 3081, HN4 9260

CN0 0361, LN0 5681, HN0 1860
CN1 9087, LN1 4307, HN1 0586
CN2 8703, LN2 3023, HN2 9202
CN3 7429, LN3 2749, HN3 8928
CN4 6145, LN4 1465, HN4 7644

CN0 0794, LN0 5014, HN0 1293
CN1 9410, LN1 4730, HN1 0919
CN2 8136, LN2 3456, HN2 9635
CN3 7852, LN3 2172, HN3 8351
CN4 6578, LN4 1898, HN4 7077

CN0 4705, LN0 9025, HN0 5204
CN1 3421, LN1 8741, HN1 4920
CN2 2147, LN2 7467, HN2 3646
CN3 1863, LN3 6183, HN3 2362
CN4 0589, LN4 5809, HN4 1088

CN0 5470, LN0 0790, HN0 6979
CN1 4196, LN1 9416, HN1 5695
CN2 3812, LN2 8132, HN2 4311
CN3 2538, LN3 7858, HN3 3037
CN4 1254, LN4 6574, HN4 2753

CN0 1645, LN0 6965, HN0 2144
CN1 0361, LN1 5681, HN1 1860
CN2 9087, LN2 4307, HN2 0586
CN3 8703, LN3 3023, HN3 9202
CN4 7429, LN4 2749, HN4 8928

CN0 0361, LN0 5681, HN0 1860
CN1 9087, LN1 4307, HN1 0586
CN2 8703, LN2 3023, HN2 9202
CN3 7429, LN3 2749, HN3 8928
CN4 6145, LN4 1465, HN4 7644

CN0 3250, LN0 8570, HN0 4759
CN1 2976, LN1 7296, HN1 3475
CN2 1692, LN2 6912, HN2 2191
CN3 0318, LN3 5638, HN3 1817
CN4 9034, LN4 4354, HN4 0533

CN0 6754, LN0 1074, HN0 7253
CN1 5470, LN1 0790, HN1 6979
CN2 4196, LN2 9416, HN2 5695
CN3 3812, LN3 8132, HN3 4311
CN4 2538, LN4 7858, HN4 3037

CN0 9854, LN0 4174, HN0 0353
CN1 8570, LN1 3890, HN1 9079
CN2 7296, LN2 2516, HN2 8795
CN3 6912, LN3 1232, HN3 7411
CN4 5638, LN4 0958, HN4 6137

CN0 5472, LN0 0792, HN0 6971
CN1 4198, LN1 9418, HN1 5697
CN2 3814, LN2 8134, HN2 4313
CN3 2530, LN3 7850, HN3 3039
CN4 1256, LN4 6576, HN4 2755

CN0 1432, LN0 6752, HN0 2931
CN1 0158, LN1 5478, HN1 1657
CN2 9874, LN2 4194, HN2 0373
CN3 8590, LN3 3810, HN3 9099
CN4 7216, LN4 2536, HN4 8715

CN0 4732, LN0 9052, HN0 5231
CN1 3458, LN1 8778, HN1 4957
CN2 2174, LN2 7494, HN2 3673
CN3 1890, LN3 6110, HN3 2399
CN4 0516, LN4 5836, HN4 1015

CN0 3450, LN0 8770, HN0 4959
CN1 2176, LN1 7496, HN1 3675
CN2 1892, LN2 6112, HN2 2391
CN3 0518, LN3 5838, HN3 1017
CN4 9234, LN4 4554, HN4 0733

CN0 0934, LN0 5254, HN0 1433
CN1 9650, LN1 4970, HN1 0159
CN2 8376, LN2 3696, HN2 9875
CN3 7092, LN3 2312, HN3 8591
CN4 6718, LN4 1038, HN4 7217

CN0 3461, LN0 8781, HN0 4960
CN1 2187, LN1 7407, HN1 3686
CN2 1803, LN2 6123, HN2 2302
CN3 0529, LN3 5849, HN3 1028
CN4 9245, LN4 4565, HN4 0744

CN0 2370, LN0 7690, HN0 3879
CN1 1096, LN1 6316, HN1 2595
CN2 0712, LN2 5032, HN2 1211
CN3 9438, LN3 4758, HN3 0937
CN4 8154, LN4 3474, HN4 9653

CN0 6754, LN0 1074, HN0 7253
CN1 5470, LN1 0790, HN1 6979
CN2 4196, LN2 9416, HN2 5695
CN3 3812, LN3 8132, HN3 4311
CN4 2538, LN4 7858, HN4 3037

CN0 2170, LN0 7490, HN0 3679
CN1 1896, LN1 6116, HN1 2395
CN2 0512, LN2 5832, HN2 1011
CN3 9238, LN3 4558, HN3 0737
CN4 8954, LN4 3274, HN4 9453

CN0 4572, LN0 9892, HN0 5071
CN1 3298, LN1 8518, HN1 4797
CN2 2914, LN2 7234, HN2 3413
CN3 1630, LN3 6950, HN3 2139
CN4 0356, LN4 5676, HN4 1855

CN0 5483, LN0 0703, HN0 6982
CN1 4109, LN1 9429, HN1 5608
CN2 3825, LN2 8145, HN2 4324
CN3 2541, LN3 7861, HN3 3040
CN4 1267, LN4 6587, HN4 2766

CN0 1605, LN0 6925, HN0 2104
CN1 0321, LN1 5641, HN1 1820
CN2 9047, LN2 4367, HN2 0546
CN3 8763, LN3 3083, HN3 9262
CN4 7489, LN4 2709, HN4 8988

CN0 9856, LN0 4176, HN0 0355
CN1 8572, LN1 3892, HN1 9071
CN2 7298, LN2 2518, HN2 8797
CN3 6914, LN3 1234, HN3 7413
CN4 5630, LN4 0950, HN4 6139

CN0 5470, LN0 0790, HN0 6979
CN1 4196, LN1 9416, HN1 5695
CN2 3812, LN2 8132, HN2 4311
CN3 2538, LN3 7858, HN3 3037
CN4 1254, LN4 6574, HN4 2753

CN0 6187, LN0 1407, HN0 7686
CN1 5803, LN1 0123, HN1 6302
CN2 4529, LN2 9849, HN2 5028
CN3 3245, LN3 8565, HN3 4744
CN4 2961, LN4 7281, HN4 3460

CN0 4138, LN0 9458, HN0 5637
CN1 3854, LN1 8174, HN1 4353
CN2 2570, LN2 7890, HN2 3079
CN3 1296, LN3 6516, HN3 2795
CN4 0912, LN4 5232, HN4 1411

CN0 4198, LN0 9418, HN0 5697
CN1 3814, LN1 8134, HN1 4313
CN2 2530, LN2 7850, HN2 3039
CN3 1256, LN3 6576, HN3 2755
CN4 0972, LN4 5292, HN4 1471

CN0 9847, LN0 4167, HN0 0346
CN1 8563, LN1 3883, HN1 9062
CN2 7289, LN2 2509, HN2 8788
CN3 6905, LN3 1225, HN3 7404
CN4 5621, LN4 0941, HN4 6120

CN0 0754, LN0 5074, HN0 1253
CN1 9470, LN1 4790, HN1 0979
CN2 8196, LN2 3416, HN2 9695
CN3 7812, LN3 2132, HN3 8311
CN4 6538, LN4 1858, HN4 7037

CN0 6190, LN0 1410, HN0 7699
CN1 5816, LN1 0136, HN1 6315
CN2 4532, LN2 9852, HN2 5031
CN3 3258, LN3 8578, HN3 4757
CN4 2974, LN4 7294, HN4 3473

CN0 4361, LN0 9681, HN0 5860
CN1 3087, LN1 8307, HN1 4586
CN2 2703, LN2 7023, HN2 3202
CN3 1429, LN3 6749, HN3 2928
CN4 0145, LN4 5465, HN4 1644

CN0 6954, LN0 1274, HN0 7453
CN1 5670, LN1 0990, HN1 6179
CN2 4396, LN2 9616, HN2 5895
CN3 3012, LN3 8332, HN3 4511
CN4 2738, LN4 7058, HN4 3237

CN0 1672, LN0 6992, HN0 2171
CN1 0398, LN1 5618, HN1 1897
CN2 9014, LN2 4334, HN2 0513
CN3 8730, LN3 3050, HN3 9239
CN4 7456, LN4 2776, HN4 8955

CN0 1876, LN0 6196, HN0 2375
CN1 0592, LN1 5812, HN1 1091
CN2 9218, LN2 4538, HN2 0717
CN3 8934, LN3 3254, HN3 9433
CN4 7650, LN4 2970, HN4 8159

CN0 4392, LN0 9612, HN0 5891
CN1 3018, LN1 8338, HN1 4517
CN2 2734, LN2 7054, HN2 3233
CN3 1450, LN3 6770, HN3 2959
CN4 0176, LN4 5496, HN4 1675

CN0 4361, LN0 9681, HN0 5860
CN1 3087, LN1 8307, HN1 4586
CN2 2703, LN2 7023, HN2 3202
CN3 1429, LN3 6749, HN3 2928
CN4 0145, LN4 5465, HN4 1644

CN0 1469, LN0 6789, HN0 2968
CN1 0185, LN1 5405, HN1 1684
CN2 9801, LN2 4121, HN2 0300
CN3 8527, LN3 3847, HN3 9026
CN4 7243, LN4 2563, HN4 8742

CN0 1049, LN0 6369, HN0 2548
CN1 0765, LN1 5085, HN1 1264
CN2 9481, LN2 4701, HN2 0980
CN3 8107, LN3 3427, HN3 9606
CN4 7823, LN4 2143, HN4 8322

CN0 3481, LN0 8701, HN0 4980
CN1 2107, LN1 7427, HN1 3606
CN2 1823, LN2 6143, HN2 2322
CN3 0549, LN3 5869, HN3 1048
CN4 9265, LN4 4585, HN4 0764

CN0 4561, LN0 9881, HN0 5060
CN1 3287, LN1 8507, HN1 4786
CN2 2903, LN2 7223, HN2 3402
CN3 1629, LN3 6949, HN3 2128
CN4 0345, LN4 5665, HN4 1844

CN0 2149, LN0 7469, HN0 3648
CN1 1865, LN1 6185, HN1 2364
CN2 0581, LN2 5801, HN2 1080
CN3 9207, LN3 4527, HN3 0706
CN4 8923, LN4 3243, HN4 9422

CN0 0938, LN0 5258, HN0 1437
CN1 9654, LN1 4974, HN1 0153
CN2 8370, LN2 3690, HN2 9879
CN3 7096, LN3 2316, HN3 8595
CN4 6712, LN4 1032, HN4 7211

CN0 3087, LN0 8307, HN0 4586
CN1 2703, LN1 7023, HN1 3202
CN2 1429, LN2 6749, HN2 2928
CN3 0145, LN3 5465, HN3 1644
CN4 9861, LN4 4181, HN4 0360

CN0 1632, LN0 6952, HN0 2131
CN1 0358, LN1 5678, HN1 1857
CN2 9074, LN2 4394, HN2 0573
CN3 8790, LN3 3010, HN3 9299
CN4 7416, LN4 2736, HN4 8915

CN0 5603, LN0 0923, HN0 6102
CN1 4329, LN1 9649, HN1 5828
CN2 3045, LN2 8365, HN2 4544
CN3 2761, LN3 7081, HN3 3260
CN4 1487, LN4 6707, HN4 2986

CN0 4109, LN0 9429, HN0 5608
CN1 3825, LN1 8145, HN1 4324
CN2 2541, LN2 7861, HN2 3040
CN3 1267, LN3 6587, HN3 2766
CN4 0983, LN4 5203, HN4 1482

CN0 3258, LN0 8578, HN0 4757
CN1 2974, LN1 7294, HN1 3473
CN2 1690, LN2 6910, HN2 2199
CN3 0316, LN3 5636, HN3 1815
CN4 9032, LN4 4352, HN4 0531

CN0 2349, LN0 7669, HN0 3848
CN1 1065, LN1 6385, HN1 2564
CN2 0781, LN2 5001, HN2 1280
CN3 9407, LN3 4727, HN3 0906
CN4 8123, LN4 3443, HN4 9622

CN0 1845, LN0 6165, HN0 2344
CN1 0561, LN1 5881, HN1 1060
CN2 9287, LN2 4507, HN2 0786
CN3 8903, LN3 3223, HN3 9402
CN4 7629, LN4 2949, HN4 8128

CN0 9854, LN0 4174, HN0 0353
CN1 8570, LN1 3890, HN1 9079
CN2 7296, LN2 2516, HN2 8795
CN3 6912, LN3 1232, HN3 7411
CN4 5638, LN4 0958, HN4 6137

CN0 9847, LN0 4167, HN0 0346
CN1 8563, LN1 3883, HN1 9062
CN2 7289, LN2 2509, HN2 8788
CN3 6905, LN3 1225, HN3 7404
CN4 5621, LN4 0941, HN4 6120

CN0 3298, LN0 8518, HN0 4797
CN1 2914, LN1 7234, HN1 3413
CN2 1630, LN2 6950, HN2 2139
CN3 0356, LN3 5676, HN3 1855
CN4 9072, LN4 4392, HN4 0571

CN0 5483, LN0 0703, HN0 6982
CN1 4109, LN1 9429, HN1 5608
CN2 3825, LN2 8145, HN2 4324
CN3 2541, LN3 7861, HN3 3040
CN4 1267, LN4 6587, HN4 2766

CN0 1805, LN0 6125, HN0 2304
CN1 0521, LN1 5841, HN1 1020
CN2 9247, LN2 4567, HN2 0746
CN3 8963, LN3 3283, HN3 9462
CN4 7689, LN4 2909, HN4 8188

CN0 3087, LN0 8307, HN0 4586
CN1 2703, LN1 7023, HN1 3202
CN2 1429, LN2 6749, HN2 2928
CN3 0145, LN3 5465, HN3 1644
CN4 9861, LN4 4181, HN4 0360

CN0 9843, LN0 4163, HN0 0342
CN1 8569, LN1 3889, HN1 9068
CN2 7285, LN2 2505, HN2 8784
CN3 6901, LN3 1221, HN3 7400
CN4 5627, LN4 0947, HN4 6126

CN0 9854, LN0 4174, HN0 0353
CN1 8570, LN1 3890, HN1 9079
CN2 7296, LN2 2516, HN2 8795
CN3 6912, LN3 1232, HN3 7411
CN4 5638, LN4 0958, HN4 6137

CN0 3481, LN0 8701, HN0 4980
CN1 2107, LN1 7427, HN1 3606
CN2 1823, LN2 6143, HN2 2322
CN3 0549, LN3 5869, HN3 1048
CN4 9265, LN4 4585, HN4 0764

CN0 5289, LN0 0509, HN0 6788
CN1 4905, LN1 9225, HN1 5404
CN2 3621, LN2 8941, HN2 4120
CN3 2347, LN3 7667, HN3 3846
CN4 1063, LN4 6383, HN4 2562

CN0 3854, LN0 8174, HN0 4353
CN1 2570, LN1 7890, HN1 3079
CN2 1296, LN2 6516, HN2 2795
CN3 0912, LN3 5232, HN3 1411
CN4 9638, LN4 4958, HN4 0137

CN0 0158, LN0 5478, HN0 1657
CN1 9874, LN1 4194, HN1 0373
CN2 8590, LN2 3810, HN2 9099
CN3 7216, LN3 2536, HN3 8715
CN4 6932, LN4 1252, HN4 7431

CN0 5209, LN0 0529, HN0 6708
CN1 4925, LN1 9245, HN1 5424
CN2 3641, LN2 8961, HN2 4140
CN3 2367, LN3 7687, HN3 3866
CN4 1083, LN4 6303, HN4 2582

CN0 5803, LN0 0123, HN0 6302
CN1 4529, LN1 9849, HN1 5028
CN2 3245, LN2 8565, HN2 4744
CN3 2961, LN3 7281, HN3 3460
CN4 1687, LN4 6907, HN4 2186

CN0 3261, LN0 8581, HN0 4760
CN1 2987, LN1 7207, HN1 3486
CN2 1603, LN2 6923, HN2 2102
CN3 0329, LN3 5649, HN3 1828
CN4 9045, LN4 4365, HN4 0544

CN0 5803, LN0 0123, HN0 6302
CN1 4529, LN1 9849, HN1 5028
CN2 3245, LN2 8565, HN2 4744
CN3 2961, LN3 7281, HN3 3460
CN4 1687, LN4 6907, HN4 2186

CN0 4561, LN0 9881, HN0 5060
CN1 3287, LN1 8507, HN1 4786
CN2 2903, LN2 7223, HN2 3402
CN3 1629, LN3 6949, HN3 2128
CN4 0345, LN4 5665, HN4 1844

CN0 6190, LN0 1410, HN0 7699
CN1 5816, LN1 0136, HN1 6315
CN2 4532, LN2 9852, HN2 5031
CN3 3258, LN3 8578, HN3 4757
CN4 2974, LN4 7294, HN4 3473

CN0 1249, LN0 6569, HN0 2748
CN1 0965, LN1 5285, HN1 1464
CN2 9681, LN2 4901, HN2 0180
CN3 8307, LN3 3627, HN3 9806
CN4 7023, LN4 2343, HN4 8522

CN0 6581, LN0 1801, HN0 7080
CN1 5207, LN1 0527, HN1 6706
CN2 4923, LN2 9243, HN2 5422
CN3 3649, LN3 8969, HN3 4148
CN4 2365, LN4 7685, HN4 3864

CN0 4309, LN0 9629, HN0 5808
CN1 3025, LN1 8345, HN1 4524
CN2 2741, LN2 7061, HN2 3240
CN3 1467, LN3 6787, HN3 2966
CN4 0183, LN4 5403, HN4 1682

CN0 3250, LN0 8570, HN0 4759
CN1 2976, LN1 7296, HN1 3475
CN2 1692, LN2 6912, HN2 2191
CN3 0318, LN3 5638, HN3 1817
CN4 9034, LN4 4354, HN4 0533

CN0 0958, LN0 5278, HN0 1457
CN1 9674, LN1 4994, HN1 0173
CN2 8390, LN2 3610, HN2 9899
CN3 7016, LN3 2336, HN3 8515
CN4 6732, LN4 1052, HN4 7231

CN0 3298, LN0 8518, HN0 4797
CN1 2914, LN1 7234, HN1 3413
CN2 1630, LN2 6950, HN2 2139
CN3 0356, LN3 5676, HN3 1855
CN4 9072, LN4 4392, HN4 0571

CN0 0198, LN0 5418, HN0 1697
CN1 9814, LN1 4134, HN1 0313
CN2 8530, LN2 3850, HN2 9039
CN3 7256, LN3 2576, HN3 8755
CN4 6972, LN4 1292, HN4 7471

CN0 0794, LN0 5014, HN0 1293
CN1 9410, LN1 4730, HN1 0919
CN2 8136, LN2 3456, HN2 9635
CN3 7852, LN3 2172, HN3 8351
CN4 6578, LN4 1898, HN4 7077

CN0 2170, LN0 7490, HN0 3679
CN1 1896, LN1 6116, HN1 2395
CN2 0512, LN2 5832, HN2 1011
CN3 9238, LN3 4558, HN3 0737
CN4 8954, LN4 3274, HN4 9453

CN0 3481, LN0 8701, HN0 4980
CN1 2107, LN1 7427, HN1 3606
CN2 1823, LN2 6143, HN2 2322
CN3 0549, LN3 5869, HN3 1048
CN4 9265, LN4 4585, HN4 0764

CN0 3087, LN0 8307, HN0 4586
CN1 2703, LN1 7023, HN1 3202
CN2 1429, LN2 6749, HN2 2928
CN3 0145, LN3 5465, HN3 1644
CN4 9861, LN4 4181, HN4 0360

CN0 3290, LN0 8510, HN0 4799
CN1 2916, LN1 7236, HN1 3415
CN2 1632, LN2 6952, HN2 2131
CN3 0358, LN3 5678, HN3 1857
CN4 9074, LN4 4394, HN4 0573

CN0 2147, LN0 7467, HN0 3646
CN1 1863, LN1 6183, HN1 2362
CN2 0589, LN2 5809, HN2 1088
CN3 9205, LN3 4525, HN3 0704
CN4 8921, LN4 3241, HN4 9420

CN0 4732, LN0 9052, HN0 5231
CN1 3458, LN1 8778, HN1 4957
CN2 2174, LN2 7494, HN2 3673
CN3 1890, LN3 6110, HN3 2399
CN4 0516, LN4 5836, HN4 1015

CN0 2783, LN0 7003, HN0 3282
CN1 1409, LN1 6729, HN1 2908
CN2 0125, LN2 5445, HN2 1624
CN3 9841, LN3 4161, HN3 0340
CN4 8567, LN4 3887, HN4 9066

CN0 3894, LN0 8114, HN0 4393
CN1 2510, LN1 7830, HN1 3019
CN2 1236, LN2 6556, HN2 2735
CN3 0952, LN3 5272, HN3 1451
CN4 9678, LN4 4998, HN4 0177

CN0 4109, LN0 9429, HN0 5608
CN1 3825, LN1 8145, HN1 4324
