NS300 VALID
CN0 3162, LN0 6748, HN0 3975
CN2 6837, LN2 9413, HN2 6640
CN3 2158, LN3 5734, HN3 2961
CN4 8479, LN4 1055, HN4 8282

CN0 9421, LN0 2007, HN0 9234
CN1 5742, LN1 8328, HN1 5555
CN2 1063, LN2 4649, HN2 1876
CN3 7384, LN3 0960, HN3 7197
CN4 3605, LN4 6281, HN4 3418

CN0 9720, LN0 2306, HN0 9533
CN1 5041, LN1 8627, HN1 5854
CN2 1362, LN2 4948, HN2 1175
CN3 7683, LN3 0269, HN3 7496
CN4 3904, LN4 6580, HN4 3717

CN0 0754, LN0 3330, HN0 0567
CN1 6075, LN1 9651, HN1 6888
CN2 2396, LN2 5972, HN2 2109
CN3 8617, LN3 1293, HN3 8420
CN4 4938, LN4 7514, HN4 4741

CN0 3184, LN0 6760, HN0 3997
CN1 9405, LN1 2081, HN1 9218
CN2 5726, LN2 8302, HN2 5539
CN3 1047, LN3 4623, HN3 1850
CN4 7368, LN4 0944, HN4 7171

CN0 4873, LN0 7459, HN0 4686
CN1 0194, LN1 3770, HN1 0907
CN2 6415, LN2 9091, HN2 6228
CN3 2736, LN3 5312, HN3 2549
CN4 8057, LN4 1633, HN4 8860

CN0 8972, LN0 1558, HN0 8785
CN1 4293, LN1 7879, HN1 4006
CN2 0514, LN2 3190, HN2 0327
CN3 6835, LN3 9411, HN3 6648
CN4 2156, LN4 5732, HN4 2969

CN0 8972, LN0 1558, HN0 8785
CN1 4293, LN1 7879, HN1 4006
CN2 0514, LN2 3190, HN2 0327
CN3 6835, LN3 9411, HN3 6648
CN4 2156, LN4 5732, HN4 2969

CN0 9740, LN0 2326, HN0 9553
CN1 5061, LN1 8647, HN1 5874
CN2 1382, LN2 4968, HN2 1195
CN3 7603, LN3 0289, HN3 7416
CN4 3924, LN4 6500, HN4 3737

CN0 0176, LN0 3752, HN0 0989
CN1 6497, LN1 9073, HN1 6200
CN2 2718, LN2 5394, HN2 2521
CN3 8039, LN3 1615, HN3 8842
CN4 4350, LN4 7936, HN4 4163

CN0 2398, LN0 5974, HN0 2101
CN1 8619, LN1 1295, HN1 8422
CN2 4930, LN2 7516, HN2 4743
CN3 0251, LN3 3837, HN3 0064
CN4 6572, LN4 9158, HN4 6385

CN0 2639, LN0 5215, HN0 2442
CN1 8950, LN1 1536, HN1 8763
CN2 4271, LN2 7857, HN2 4084
CN3 0592, LN3 3178, HN3 0305
CN4 6813, LN4 9499, HN4 6626

CN0 9063, LN0 2649, HN0 9876
CN1 5384, LN1 8960, HN1 5197
CN2 1605, LN2 4281, HN2 1418
CN3 7926, LN3 0502, HN3 7739
CN4 3247, LN4 6823, HN4 3050

CN0 4831, LN0 7417, HN0 4644
CN1 0152, LN1 3738, HN1 0965
CN2 6473, LN2 9059, HN2 6286
CN3 2794, LN3 5370, HN3 2507
CN4 8015, LN4 1691, HN4 8828

CN0 7841, LN0 0427, HN0 7654
CN1 3162, LN1 6748, HN1 3975
CN2 9483, LN2 2069, HN2 9296
CN3 5704, LN3 8380, HN3 5517
CN4 1025, LN4 4601, HN4 1838

CN0 7164, LN0 0740, HN0 7977
CN1 3485, LN1 6061, HN1 3298
CN2 9706, LN2 2382, HN2 9519
CN3 5027, LN3 8603, HN3 5830
CN4 1348, LN4 4924, HN4 1151

CN0 4275, LN0 7851, HN0 4088
CN1 0596, LN1 3172, HN1 0309
CN2 6817, LN2 9493, HN2 6620
CN3 2138, LN3 5714, HN3 2941
CN4 8459, LN4 1035, HN4 8262

CN0 1542, LN0 4128, HN0 1355
CN1 7863, LN1 0449, HN1 7676
CN2 3184, LN2 6760, HN2 3997
CN3 9405, LN3 2081, HN3 9218
CN4 5726, LN4 8302, HN4 5539

CN0 7861, LN0 0447, HN0 7674
CN1 3182, LN1 6768, HN1 3995
CN2 9403, LN2 2089, HN2 9216
CN3 5724, LN3 8300, HN3 5537
CN4 1045, LN4 4621, HN4 1858

CN0 2974, LN0 5550, HN0 2787
CN1 8295, LN1 1871, HN1 8008
CN2 4516, LN2 7192, HN2 4329
CN3 0837, LN3 3413, HN3 0640
CN4 6158, LN4 9734, HN4 6961

CN0 7841, LN0 0427, HN0 7654
CN1 3162, LN1 6748, HN1 3975
CN2 9483, LN2 2069, HN2 9296
CN3 5704, LN3 8380, HN3 5517
CN4 1025, LN4 4601, HN4 1838

CN0 7540, LN0 0126, HN0 7353
CN1 3861, LN1 6447, HN1 3674
CN2 9182, LN2 2768, HN2 9995
CN3 5403, LN3 8089, HN3 5216
CN4 1724, LN4 4300, HN4 1537

CN0 8651, LN0 1237, HN0 8464
CN1 4972, LN1 7558, HN1 4785
CN2 0293, LN2 3879, HN2 0006
CN3 6514, LN3 9190, HN3 6327
CN4 2835, LN4 5411, HN4 2648

CN0 4952, LN0 7538, HN0 4765
CN1 0273, LN1 3859, HN1 0086
CN2 6594, LN2 9170, HN2 6307
CN3 2815, LN3 5491, HN3 2628
CN4 8136, LN4 1712, HN4 8949

CN0 4538, LN0 7114, HN0 4341
CN1 0859, LN1 3435, HN1 0662
CN2 6170, LN2 9756, HN2 6983
CN3 2491, LN3 5077, HN3 2204
CN4 8712, LN4 1398, HN4 8525

CN0 9762, LN0 2348, HN0 9575
CN1 5083, LN1 8669, HN1 5896
CN2 1304, LN2 4980, HN2 1117
CN3 7625, LN3 0201, HN3 7438
CN4 3946, LN4 6522, HN4 3759

CN0 0497, LN0 3073, HN0 0200
CN1 6718, LN1 9394, HN1 6521
CN2 2039, LN2 5615, HN2 2842
CN3 8350, LN3 1936, HN3 8163
CN4 4671, LN4 7257, HN4 4484

CN0 4976, LN0 7552, HN0 4789
CN1 0297, LN1 3873, HN1 0000
CN2 6518, LN2 9194, HN2 6321
CN3 2839, LN3 5415, HN3 2642
CN4 8150, LN4 1736, HN4 8963

CN0 4196, LN0 7772, HN0 4909
CN1 0417, LN1 3093, HN1 0220
CN2 6738, LN2 9314, HN2 6541
CN3 2059, LN3 5635, HN3 2862
CN4 8370, LN4 1956, HN4 8183

CN0 3087, LN0 6663, HN0 3890
CN1 9308, LN1 2984, HN1 9111
CN2 5629, LN2 8205, HN2 5432
CN3 1940, LN3 4526, HN3 1753
CN4 7261, LN4 0847, HN4 7074

CN0 2976, LN0 5552, HN0 2789
CN1 8297, LN1 1873, HN1 8000
CN2 4518, LN2 7194, HN2 4321
CN3 0839, LN3 3415, HN3 0642
CN4 6150, LN4 9736, HN4 6963

CN0 3085, LN0 6661, HN0 3898
CN1 9306, LN1 2982, HN1 9119
CN2 5627, LN2 8203, HN2 5430
CN3 1948, LN3 4524, HN3 1751
CN4 7269, LN4 0845, HN4 7072

CN0 7429, LN0 0005, HN0 7232
CN1 3740, LN1 6326, HN1 3553
CN2 9061, LN2 2647, HN2 9874
CN3 5382, LN3 8968, HN3 5195
CN4 1603, LN4 4289, HN4 1416

CN0 4295, LN0 7871, HN0 4008
CN1 0516, LN1 3192, HN1 0329
CN2 6837, LN2 9413, HN2 6640
CN3 2158, LN3 5734, HN3 2961
CN4 8479, LN4 1055, HN4 8282

CN0 4198, LN0 7774, HN0 4901
CN1 0419, LN1 3095, HN1 0222
CN2 6730, LN2 9316, HN2 6543
CN3 2051, LN3 5637, HN3 2864
CN4 8372, LN4 1958, HN4 8185

CN0 4873, LN0 7459, HN0 4686
CN1 0194, LN1 3770, HN1 0907
CN2 6415, LN2 9091, HN2 6228
CN3 2736, LN3 5312, HN3 2549
CN4 8057, LN4 1633, HN4 8860

CN0 7285, LN0 0861, HN0 7098
CN1 3506, LN1 6182, HN1 3319
CN2 9827, LN2 2403, HN2 9630
CN3 5148, LN3 8724, HN3 5951
CN4 1469, LN4 4045, HN4 1272

